"GPT_Q1","GPT_Q2","GPT_Q3","GPT_Q4","GPT_Q5","GPT_Q6","person","rater"
3,2,3,3,2,2,871,1
2,1,1,2,1,1,871,2
4,3,4,4,3,3,871,3
3,2,3,2,2,1,872,1
2,1,2,1,1,1,872,2
3,3,3,3,3,3,872,3
3,3,3,3,2,2,873,1
2,2,2,2,1,1,873,2
4,4,4,4,3,3,873,3
3,2,3,3,2,2,874,1
2,1,2,3,1,1,874,2
4,3,4,4,2,3,874,3
3,2,3,3,2,1,875,1
2,1,2,2,1,0,875,2
4,3,4,4,3,2,875,3
3,3,3,3,2,2,876,1
2,1,2,2,1,1,876,2
4,3,4,4,2,3,876,3
3,3,3,3,2,2,877,1
2,1,2,2,1,1,877,2
4,3,4,4,3,3,877,3
3,3,4,3,2,2,878,1
2,1,2,1,1,1,878,2
4,3,3,4,3,3,878,3
2,2,3,3,3,2,879,1
1,1,1,2,2,1,879,2
3,2,3,3,4,3,879,3
3,2,3,2,1,2,880,1
2,1,2,2,0,1,880,2
3,2,3,3,2,3,880,3
3,3,3,2,2,2,881,1
2,1,2,1,1,1,881,2
4,3,4,3,3,3,881,3
3,2,3,2,2,2,882,1
1,1,2,1,1,1,882,2
4,3,4,3,2,3,882,3
3,3,3,2,1,2,883,1
2,2,3,2,0,1,883,2
3,3,4,4,1,3,883,3
3,3,3,3,2,2,884,1
2,1,2,2,1,1,884,2
4,3,4,4,2,3,884,3
3,3,3,3,2,2,885,1
2,1,2,2,1,1,885,2
4,4,3,3,3,3,885,3
3,2,3,3,2,2,886,1
2,1,2,3,1,1,886,2
4,3,4,4,3,3,886,3
3,2,3,3,2,2,887,1
2,1,2,2,1,1,887,2
3,2,4,4,3,3,887,3
3,2,3,3,2,2,888,1
2,1,2,2,1,1,888,2
4,3,4,4,2,3,888,3
3,3,3,3,2,2,889,1
2,2,2,2,1,1,889,2
4,4,4,4,3,3,889,3
3,3,3,3,2,2,890,1
1,1,1,2,1,1,890,2
4,3,4,4,2,3,890,3
3,2,3,3,2,1,891,1
2,1,2,2,1,1,891,2
4,3,4,4,3,2,891,3
3,3,3,3,2,2,892,1
2,1,2,2,1,1,892,2
4,3,4,4,3,3,892,3
3,3,4,3,2,2,893,1
2,2,3,3,1,1,893,2
4,4,4,4,3,3,893,3
3,3,4,3,3,2,894,1
1,1,2,2,1,0,894,2
4,4,3,4,3,3,894,3
3,2,3,3,2,2,895,1
2,1,2,2,1,1,895,2
4,3,4,4,2,3,895,3
3,3,3,3,2,2,896,1
2,2,2,2,1,1,896,2
4,3,4,4,2,3,896,3
3,3,3,3,2,2,897,1
2,2,2,2,1,1,897,2
4,4,4,4,3,3,897,3
2,3,3,2,2,2,898,1
1,2,2,2,1,1,898,2
3,4,3,3,2,3,898,3
3,3,3,3,3,2,899,1
2,2,2,2,1,2,899,2
4,4,4,4,3,3,899,3
3,3,4,3,2,2,900,1
2,2,3,2,1,1,900,2
4,4,4,4,3,3,900,3
3,2,3,3,2,1,901,1
1,1,1,2,0,0,901,2
4,3,4,4,3,2,901,3
3,3,3,3,2,2,902,1
2,2,2,2,1,1,902,2
4,4,4,4,3,3,902,3
3,3,3,3,2,2,903,1
2,1,2,2,1,1,903,2
4,4,4,4,3,3,903,3
3,2,3,3,2,2,904,1
2,1,2,2,1,1,904,2
3,2,4,4,2,3,904,3
3,3,3,3,2,2,905,1
2,1,2,2,1,2,905,2
4,3,4,4,3,3,905,3
3,3,3,3,2,2,906,1
2,1,2,2,1,1,906,2
3,3,4,4,2,3,906,3
3,3,3,3,2,2,907,1
2,2,3,3,1,2,907,2
3,3,4,4,2,3,907,3
3,3,3,3,2,2,908,1
2,1,1,2,1,0,908,2
4,4,4,4,3,3,908,3
3,3,3,3,2,2,909,1
2,1,2,2,1,1,909,2
4,3,4,4,2,3,909,3
3,3,3,2,2,2,910,1
2,1,2,1,1,1,910,2
4,4,4,3,2,3,910,3
3,3,3,3,2,2,911,1
2,1,1,2,1,1,911,2
4,3,4,4,3,3,911,3
3,3,3,3,2,2,912,1
2,2,2,2,1,1,912,2
4,4,4,4,2,3,912,3
3,3,3,3,2,2,913,1
2,1,2,2,1,1,913,2
3,3,4,4,2,3,913,3
3,3,4,3,3,2,914,1
2,2,3,2,2,1,914,2
4,4,4,4,3,3,914,3
3,3,3,3,3,2,915,1
2,2,1,2,1,0,915,2
4,4,3,4,4,3,915,3
3,3,3,3,2,2,916,1
2,1,2,2,1,1,916,2
4,4,4,4,3,3,916,3
3,3,4,3,2,2,917,1
2,2,2,2,1,1,917,2
4,4,3,4,3,3,917,3
3,3,3,3,2,2,918,1
2,2,2,2,1,1,918,2
4,4,4,4,3,3,918,3
3,2,3,3,1,2,919,1
2,1,2,2,0,1,919,2
3,2,4,3,1,3,919,3
3,2,3,3,2,2,920,1
2,1,2,2,1,1,920,2
4,3,4,4,2,3,920,3
3,2,3,3,2,2,921,1
2,1,2,3,1,1,921,2
4,3,4,4,3,3,921,3
3,3,3,3,1,2,922,1
2,2,2,2,0,1,922,2
4,3,4,4,2,3,922,3
3,2,3,2,2,2,923,1
2,1,2,1,1,1,923,2
4,3,4,3,3,3,923,3
3,2,3,3,2,2,924,1
2,1,2,2,1,1,924,2
4,3,4,4,3,3,924,3
3,3,3,2,2,2,925,1
2,1,2,2,1,1,925,2
4,3,4,4,3,3,925,3
3,3,3,3,2,2,926,1
2,2,2,2,1,1,926,2
4,3,4,4,2,3,926,3
3,3,3,3,2,2,927,1
2,1,2,3,1,1,927,2
4,3,4,4,2,3,927,3
3,2,3,3,2,2,928,1
2,1,2,2,1,1,928,2
3,2,4,4,2,3,928,3
3,2,3,3,2,2,929,1
2,1,2,2,1,1,929,2
4,3,4,4,3,3,929,3
3,3,3,3,2,2,930,1
2,2,2,2,1,1,930,2
4,3,4,4,3,3,930,3
3,2,3,3,2,2,931,1
2,1,2,2,1,1,931,2
4,3,4,4,3,3,931,3
3,3,4,3,2,2,932,1
2,2,3,2,1,1,932,2
4,4,4,4,3,3,932,3
3,3,4,3,2,2,933,1
2,2,3,2,1,1,933,2
4,4,4,4,2,3,933,3
3,3,3,3,2,2,934,1
2,1,2,3,1,1,934,2
4,3,4,4,3,3,934,3
3,3,3,3,2,1,935,1
2,2,2,2,1,0,935,2
4,3,4,4,3,2,935,3
3,3,4,3,2,2,936,1
2,1,3,2,1,1,936,2
3,3,4,3,2,3,936,3
3,2,3,2,1,2,937,1
2,1,2,1,0,1,937,2
4,3,4,3,2,3,937,3
3,3,3,3,2,2,938,1
2,2,1,2,1,1,938,2
4,4,4,4,2,3,938,3
3,3,3,3,2,2,939,1
2,2,2,2,1,1,939,2
4,4,4,4,3,3,939,3
3,3,3,3,2,2,940,1
2,1,1,2,0,1,940,2
4,3,4,4,2,3,940,3
3,3,3,3,2,1,941,1
2,1,2,2,1,0,941,2
4,3,4,4,2,3,941,3
3,3,3,3,2,2,942,1
2,2,3,2,1,3,942,2
4,4,4,4,3,3,942,3
3,2,3,3,2,2,943,1
2,1,2,2,1,1,943,2
4,3,4,4,3,3,943,3
3,2,3,2,2,2,944,1
2,1,2,1,1,2,944,2
4,3,4,3,2,3,944,3
3,3,4,3,3,2,945,1
2,2,3,2,1,1,945,2
4,3,4,4,3,3,945,3
3,2,3,2,3,2,946,1
1,1,3,2,2,1,946,2
4,3,4,3,4,3,946,3
3,2,3,3,3,2,947,1
2,1,2,2,1,1,947,2
3,3,4,4,3,3,947,3
3,3,4,4,3,2,948,1
2,1,3,3,1,1,948,2
4,4,4,3,3,3,948,3
3,2,3,2,2,2,949,1
2,1,2,2,1,1,949,2
3,3,4,3,2,3,949,3
3,3,3,3,2,2,950,1
2,1,2,2,1,1,950,2
4,3,4,4,3,3,950,3
3,3,3,3,2,2,951,1
2,1,2,2,1,1,951,2
4,3,4,4,3,3,951,3
3,3,4,3,3,2,952,1
2,2,3,2,2,1,952,2
4,4,4,4,3,3,952,3
3,3,4,3,3,2,953,1
2,1,2,3,2,1,953,2
4,3,4,4,3,3,953,3
3,3,3,2,2,2,954,1
2,1,2,1,1,1,954,2
4,3,4,3,3,3,954,3
3,2,3,3,2,1,955,1
2,1,2,3,1,1,955,2
4,3,4,4,2,3,955,3
3,3,3,3,2,2,956,1
2,2,2,2,1,1,956,2
4,4,4,4,3,3,956,3
3,3,3,3,2,2,957,1
2,2,2,2,1,1,957,2
4,3,4,4,2,3,957,3
3,2,3,3,2,1,958,1
2,1,2,2,1,1,958,2
4,3,4,4,2,3,958,3
3,3,3,3,2,2,959,1
2,2,1,2,1,1,959,2
4,3,4,4,2,3,959,3
3,2,3,3,2,1,960,1
2,1,2,2,1,1,960,2
3,2,4,4,2,3,960,3
3,3,3,3,2,2,961,1
2,2,2,2,1,1,961,2
4,3,4,4,3,3,961,3
3,3,3,2,2,2,962,1
2,2,2,1,1,1,962,2
4,4,4,3,3,4,962,3
3,3,3,3,2,2,963,1
2,2,2,1,1,1,963,2
4,4,4,4,2,3,963,3
3,2,3,3,2,2,964,1
2,1,2,2,1,1,964,2
3,2,4,4,2,3,964,3
3,3,4,3,3,2,965,1
3,2,3,2,2,1,965,2
4,4,4,4,3,3,965,3
3,2,3,2,2,2,966,1
2,1,2,1,1,1,966,2
3,3,3,3,3,3,966,3
3,3,3,3,2,1,967,1
2,2,1,2,1,0,967,2
4,4,4,4,3,2,967,3
3,3,4,3,3,2,968,1
2,1,3,2,1,1,968,2
4,3,4,4,3,3,968,3
3,3,3,3,2,2,969,1
2,1,2,2,1,1,969,2
4,3,4,4,2,3,969,3
3,2,3,3,2,2,970,1
2,2,1,2,1,1,970,2
3,3,4,3,2,3,970,3
3,2,3,3,2,2,971,1
2,1,2,2,1,1,971,2
4,3,4,4,3,3,971,3
3,3,3,3,2,2,972,1
2,1,2,3,1,1,972,2
4,3,4,4,3,3,972,3
3,2,3,3,2,1,973,1
2,1,2,2,1,1,973,2
3,2,4,4,3,2,973,3
3,3,3,3,2,2,974,1
2,1,2,2,1,1,974,2
3,3,4,4,2,3,974,3
3,3,3,3,2,2,975,1
2,2,2,3,1,1,975,2
4,3,4,4,2,3,975,3
3,3,4,3,3,3,976,1
2,2,3,2,1,2,976,2
4,4,4,4,3,3,976,3
3,2,3,3,2,1,977,1
2,1,2,3,1,1,977,2
4,3,4,4,3,2,977,3
3,3,3,3,2,2,978,1
2,2,2,2,1,1,978,2
4,4,4,4,3,3,978,3
3,3,3,2,2,2,979,1
2,2,1,2,1,1,979,2
4,3,4,3,3,2,979,3
3,2,3,3,2,2,980,1
2,1,2,2,1,1,980,2
4,3,4,4,3,3,980,3
3,3,4,3,3,2,981,1
2,1,2,2,1,1,981,2
4,4,3,3,3,3,981,3
3,2,3,3,2,2,982,1
2,1,2,2,1,1,982,2
4,3,4,4,2,3,982,3
3,3,3,3,2,2,983,1
2,1,2,2,1,2,983,2
3,3,4,4,3,3,983,3
3,3,4,3,2,2,984,1
2,2,2,2,1,1,984,2
4,3,4,3,2,3,984,3
3,3,4,3,2,2,985,1
2,2,3,2,1,1,985,2
3,3,4,3,2,3,985,3
3,3,3,3,3,2,986,1
2,1,2,3,1,1,986,2
4,3,4,4,3,3,986,3
3,3,3,3,2,2,987,1
2,1,2,2,1,1,987,2
4,3,4,4,3,3,987,3
3,2,3,3,2,2,988,1
2,1,2,2,1,1,988,2
4,3,4,4,3,3,988,3
3,3,3,3,2,2,989,1
2,1,2,2,1,1,989,2
4,4,4,4,3,3,989,3
3,3,3,3,2,2,990,1
1,2,1,2,1,1,990,2
4,3,4,4,3,3,990,3
3,2,3,3,2,2,991,1
2,1,2,2,1,1,991,2
4,3,4,4,3,3,991,3
3,3,3,3,2,2,992,1
1,0,1,2,0,1,992,2
4,4,4,4,3,3,992,3
3,3,3,3,2,2,993,1
2,1,2,2,1,1,993,2
4,3,4,4,3,3,993,3
3,3,3,2,2,2,994,1
1,1,2,2,1,1,994,2
4,3,4,3,2,3,994,3
3,3,3,3,2,2,995,1
2,2,1,2,1,1,995,2
4,4,4,4,2,3,995,3
3,3,3,3,2,2,996,1
1,1,1,2,1,0,996,2
4,4,4,4,3,3,996,3
3,2,3,3,2,2,997,1
2,1,2,2,1,1,997,2
4,3,4,4,3,3,997,3
3,3,3,3,2,2,998,1
2,1,2,3,1,1,998,2
4,3,4,4,2,3,998,3
3,3,4,3,3,2,999,1
2,2,3,2,1,1,999,2
4,3,4,4,3,3,999,3
3,3,3,2,2,1,1000,1
2,2,2,1,1,1,1000,2
4,4,4,3,2,3,1000,3
