q1p,q2p,q3p,q4p,q5p,q6p,q7p,q8p,q9p,q10p,q11p,q12p,q13p,q14p,q15p,q17p,q18p,q19p,q20p,ID,true_theta,theta_hat,tru_th_percentile,age,gender,location,hobby,poss_future_degree,E,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC1a,SC9a,SC1d,SC7d,SC4d,SC3d,Ec,SC8b,Eb,SC4c,SC4b,SC6d,SC5a,SC2b,SC7c,SC5d,SC8a,SC6a,SC5b,SC7a,SC9d,SC3b,SC3a,SC6b,SC9c,SC5c,SC9b,SC2c,SC8c,SC3c,SC7b,Ed,SC1c,SC2a,SC8d,SC4a,Ea,SC1b,SC6c,SC2d,SC10b,SC10a,SC12b,SC11d,SC10d,SC10c,SC11a,SC12c,SC11c,SC11b,SC12d,SC12a
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2395,0.788793936641282,,79,15,female,Minnesota,slacklining,Environmental Science,Loss.,ate my favorite snacks.,struggle with sadness.,Is somewhat cloudy.,Dream of adventure while watching the leaves dance in the breeze.,I actually enjoy slacklining to escape my thoughts.,"Very supportive, yet complicated.",feel overwhelmed,Go slacklining.,Breathe.,Dipped.,Slice,Go slacklining with my friends.,3,3,2,4,1.0,3,3,1,5,3,1,2,3,3,3,2,3,3,2,4,2,3,4,2,3,3,1,3,3,3,4,3,3,4,2,3,3,1,3,3.0,4,4,1,2,3,3,3,3,3,1,2.0,2
0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,2400,0.793480592702226,,80,15,female,Tennessee,finance,Business and Management,"The saddest experience I have had was losing my best friend last year. We shared dreams of studying finance together and plotted our futures. One day, she just stopped coming to school. I found out she had moved away without saying goodbye. It felt like my world fell apart, leaving a void that has been hard to fill.",analyzed.,invest secretly,Is a bit low.,Dream of financial freedom ahead.,I actually enjoy learning about finance concepts.,"My family supports me, mostly.",financialize,Improve my mental health.,Focus forward.,Has been challenging.,Slice,Save money.,3,3,2,3,1.0,3,3,3,3,3,1,2,2,1,3,1,4,4,1,4,2,2,4,2,3,3,1,3,3,3,1,3,3,4,3,3,3,1,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,3
1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,2405,0.799346195450211,,80,15,female,Arkansas,longboarding,Arts Management,"The saddest experience I have had happened last summer when I lost my best friend, Mia. We had been inseparable since elementary school, bonding over our love for longboarding and late-night talks about our dreams. One evening, while we were practicing tricks at the local park, she told me she was moving away to live with her dad in another state. I remember feeling my heart sink. I tried to be brave, but inside, I felt this heavy weight. When she left, I rode my longboard everywhere, hoping it would somehow ease the pain. Instead, every push felt like I was racing away from the memories we shared. 

Mia's absence left a void in my life, and I struggled to cope. I still think about her often, especially when I ride. Even though she’s gone, the moments we had together remind me that friendships can shape us, even in the saddest times.",ate my favorite snacks and longboarded.,My parents don’t know that I longboard alone often,Is pretty mixed. ,Dream of cruising down the street.,I actually enjoy longboarding to escape.,"My family supports me, though sometimes distant.","At night, I often feel alone.",Skate.,I should focus on my mental health.,Dipped.,Slice through the tough bread.,Longboard by the river.,2,4,2,3,2.0,2,3,1,2,3,1,3,3,1,3,2,3,3,2,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2.0,4,4,1,2,3,3,3,3,3,1,2.0,4
1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2410,0.804414842807446,,80,16,female,Florida,magic,Environmental Science,"The saddest experience I have had was during the summer after my freshman year. My friends and I had planned a magical trip to the beach, where we would create our own little world filled with laughter and memories. I envisioned us building sandcastles, collecting seashells, and watching the sunset together. But as the date approached, I noticed that everything began to crumble. 

One by one, my friends started canceling due to family obligations or summer jobs. I felt abandoned, as if the magical world I had created in my mind was falling apart, and the excitement turned into disappointment. I ended up going alone, dragging my feet along the shore, surrounded by the laughter of other families. 

I sat on the beach, watching the waves crash and feeling small among the vastness of the ocean. The sadness weighed heavily on me, and it was hard to shake the feeling of loneliness. It was in that moment that I realized how much I depended on my friends for happiness and how quickly things could change. 

Though my love for magic and nature initially comforted me, this experience opened my eyes to the deeper struggles I would face. It marked the beginning of a journey through my feelings, reminding me that sometimes even the most enchanting moments can be shadowed by sadness.",dreamed.,want to escape.,Feels heavy.,Dream of magic worlds beyond the endless sky.,I actually believe in the magic of nature.,Loves magic.,daydream,Focus on self-care and magic.,Practice magic more often.,Could be better.,Bring a slice of magic.,Practice magic and study plants.,3,3,3,2,1.0,3,3,1,3,3,1,1,3,3,3,1,3,3,1,3,2,4,4,1,3,3,1,3,3,4,1,3,3,4,1,3,4,1,3,4.0,2,4,1,1,3,3,3,3,3,1,2.0,3
0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,2412,0.807669801744681,,80,16,male,Oregon,snowshoeing,Veterinary Studies,"The saddest experience I've had happened last winter while snowshoeing in the Cascade Mountains. I remember that day vividly; the snow was perfectly powdery, and the landscape was breathtaking. But as I hiked alone, I couldn't shake off this heavy feeling inside me. My mind wandered to my family struggles and how isolated I often feel, even surrounded by nature's beauty. I sat down on a snow-covered log, tears stinging my eyes, realizing how lonely I sometimes am. That moment taught me how important it is to reach out for help, no matter how beautiful the world around me may be.",went snowshoeing with my friends.,struggle.,"On most days, my mood is a struggle.","feel a mix of peace and longing, watching snowflakes fall, dreaming of snowy adventures ahead.",I actually enjoy snowshoeing.,Really supports me.,reflect,Focus on my goals.,Get outside more.,Improved with snowshoeing adventures weekly. ,Slice neccessities,Snowshoe!,2,3,2,2,2.0,3,3,1,4,3,2,1,3,3,3,1,3,3,1,4,2,4,5,1,3,3,1,3,3,4,2,3,3,4,2,3,4,1,3,3.0,1,3,1,3,1,3,5,3,3,1,2.0,3
1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,2414,0.809012257215635,,80,16,female,Georgia,videography,Building and Construction,"The saddest experience I have had happened last summer. I was excited to work on a videography project for my cousin’s wedding. Capturing moments on camera is my passion, and I was looking forward to creating something beautiful for our family. But things didn’t go as planned.

A week before the wedding, my grandmother, who I was very close to, was diagnosed with a serious illness. The news hit me hard. She had always been my biggest supporter, encouraging me to follow my dreams in videography. I could barely focus on the wedding preparations, even though I was supposed to film the happiest day of my cousin’s life.

On the day of the wedding, I set up my camera and tried to collect the laughter and joy around me, but inside, I felt hollow. I watched as my family celebrated, but I couldn’t shake the sadness. Every time I thought of my grandmother, it felt like a weight on my chest. I wanted so badly to share those moments with her, to hear her laughter, but she was too weak to come.

That day, I finished the project, but it felt incomplete. I edited the footage, putting my heart into it, but every smile I captured reminded me of what I was missing. I learned that sometimes the happiest occasions can coexist with deep sadness. It taught me that life is complicated, and even in moments of joy, loss can linger nearby, reshaping our perspective on happiness.",watched cool films.,My parents don't know that I film everything secretly.,Is a mix of feelings.,"Dream of brighter days ahead, capturing.","I actually enjoy filming, but sometimes I feel really overwhelmed.",Really supportive.,edit,"Recently, I plan to make a short documentary film.",I should embrace my creativity.,Improved slightly.,Slice through tough moments.,Film a new project.,3,3,2,2,1.0,2,3,1,3,3,1,1,3,2,3,3,3,3,2,4,1,2,3,1,3,3,1,3,3,3,1,3,3,4,2,3,3,1,3,3.0,2,2,1,2,2,3,4,3,3,2,2.0,3
1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,2418,0.812410999182476,,80,17,female,New York,swimming,Music,"The saddest experience I have had occurred during the summer of my junior year. It was supposed to be a season filled with sun, laughter, and the joy of swimming at my favorite pool in New York, but instead, it turned into a time of deep reflection and heartache. 

I had always loved swimming. The feeling of gliding through the water, the rush of adrenaline when I hit the finish line, and the camaraderie with my teammates filled me with happiness. Each stroke felt like a release from the stress of school, family, and the pressures that come with being a teenager. But everything changed when I lost my grandfather that July.

My grandfather was my rock. He was the one who taught me how to swim when I was just a little girl. With his patient voice and playful encouragement, he always made me feel like I could conquer any race. We spent countless afternoons at the pool, both of us joking about who could swim faster. He would laugh, telling me I was ""part fish,"" while I giggled and splashed water at him. Those moments are some of my most cherished memories.

When I received the news that he had passed away after a long battle with illness, I felt like my world had shattered. I remember sitting on my bed, the warm sunlight pouring through my window, yet I felt an overwhelming chill in my heart. It was like someone had pulled the anchor from my life, leaving me adrift in a sea of sorrow. I questioned why it felt so hard to breathe and why the simple joy of swimming had suddenly vanished.

In the weeks that followed, I struggled to cope with my emotions. I tried to distract myself with practices and swim meets, but every time I dove into the pool, I was reminded of my grandfather’s absence. The water, which once enveloped me in comfort, now felt heavier with each stroke. I would finish races, but instead of feeling exhilarated, I found myself consumed by thoughts of him. I often caught myself staring blankly at the tiles on the pool bottom, memories flooding my mind like an unrelenting tide.

As the summer days drifted by, I became increasingly withdrawn. I spent more time alone, reflecting on my loss and how it seemed to resonate with the darkness I had felt at various points throughout my life. Despite my love for music—another passion that used to bring me solace—I found it hard to pick up my guitar or listen to the songs that once filled me with joy. It felt like life was muted, the colors around me faded to shades of grey.

One night, as I sat on the edge of my bed, tears streaming down my face, I realized I didn’t just miss my grandfather; I missed the joyful person I used to be before this cloud of sadness enveloped me. I understood I needed help to navigate my feelings, and that it was okay to ask for it. Conversations with my friends and family became essential, and slowly, they helped me find the resilience buried beneath my grief.

Now, as I look back on that summer, I recognize it as a turning point. It taught me about the fragility of life and the importance of reaching out for help. While I still carry the weight of my sadness, I’ve also learned to swim through it, embracing the flow of emotions that life brings. My grandfather will always be a part of me, and I hope to honor his memory by allowing the waves of happiness and sorrow to coexist in my heart.","In the past week, I swam, but felt really drained.",My parents don’t know that I struggle with happiness.,"On most days, my mood fluctuates frequently.",Dream of waves and brighter days.,I actually enjoy swimming alone.,Complicated.,think about my swimming dreams.,Focus upward.,I should swim more.,Has been a bit challenging.,Slice,Swim competitively.,4,3,3,2,3.0,2,3,2,4,3,2,3,3,4,3,2,3,4,1,3,2,2,3,3,3,3,1,3,3,3,1,3,3,5,2,4,4,3,3,3.0,2,4,1,2,2,3,3,3,3,1,2.0,3
1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2420,0.813452817010714,,80,15,male,California,Ultimate Frisbee,Design,"The saddest experience I have had happened last summer when our Ultimate Frisbee team lost the championship game. I had been looking forward to that moment for months. The sun was shining, and the energy was electric. Everyone on the team had practiced so hard, and I felt like we were unstoppable. But as the game progressed, I could feel the tide turning against us. 

When the final whistle blew, I sat on the grass, my heart heavy. It wasn’t just the loss that made me sad; it was knowing how much we all wanted to win together. My friends tried to cheer me up, but I couldn't shake the feeling of disappointment. I realized how important that team meant to me, and how connected I felt with those guys. That moment made me understand that losing sometimes hurts more than winning feels good, and it left a hole in my heart that I’m still trying to fill.","In the past week, I played Ultimate Frisbee and relaxed.",play video games late at night.,"On most days, my mood fluctuates a lot.",Dream.,I actually enjoy playing Frisbee with friends.,is my support.,think about life choices.,Join an Ultimate Frisbee team for fun.,Focus on my mental health.,Dipped slightly.,Slice through problems.,Play Ultimate Frisbee daily.,2,4,2,2,2.0,3,3,1,2,3,1,1,2,1,3,1,3,3,1,4,3,2,4,1,3,3,3,3,3,3,2,3,3,3,2,3,3,1,3,2.0,2,4,1,1,2,3,4,3,3,1,2.0,1
1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,2422,0.816635724609743,,80,14,female,Georgia,meditation,Religious Studies,"The saddest experience I have had was during the summer after eighth grade. I was excited about spending time with my friends, but something unexpected happened. My best friend, Lila, suddenly started distancing herself from me. At first, I thought it was just a phase, but as the weeks went by, it became clear that she was pulling away. I could see her hanging out with a new group of girls, laughing and having fun while I felt left behind.

One day, I gathered enough courage to ask her about it. When I confronted her, she told me she didn’t think we had much in common anymore. That simple statement cut deeper than I expected. I felt a wave of sadness wash over me. It was as if I had lost a part of myself. I turned to meditation to help cope with my emotions. While I’m learning to let go, I still feel the ache of that loss. It taught me the importance of self-acceptance and finding inner peace, even in tough times.",meditated.,want to meditate daily.,Complicated.,Feel the weight of the world.,meditate.,Loves me deeply.,meditate,Practice mindfulness daily.,I should practice mindfulness and gratitude daily.,Improved slightly.,Bring calm,Meditate daily and focus on myself.,3,2,2,2,4.0,3,3,1,2,3,4,1,3,1,3,2,3,3,1,3,2,4,4,1,3,3,1,3,3,3,1,3,3,3,2,4,3,1,3,2.0,2,2,1,2,2,3,4,3,3,1,2.0,3
0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,2435,0.834422598710143,,81,15,female,Maryland,long-distance running,Environmental Science,"The saddest experience I've had was losing my beloved dog, Luna. She was my running buddy and constant companion. Her absence leaves a void I can’t fill, reminding me of how fleeting happiness can be.",went for runs.,My parents don't know that I run alone.,Uncertain,"Dream of running free, exploring nature, leaving my worries behind.",I actually enjoy running to clear my mind.,Really supports me.,think about my upcoming runs.,Focus on my running and improve my mental health.,I should run more.,Improved.,Slice through tough veggies.,Run a lot and relax.,2,3,2,2,1.0,3,3,2,2,3,2,1,3,1,3,1,3,3,1,3,2,3,4,1,3,3,1,3,3,3,1,3,3,3,2,3,3,1,3,2.0,1,2,1,2,1,3,3,3,3,1,2.0,3
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,2437,0.839011374069305,,81,16,female,California,camping,Chemistry,"The saddest experience I have had occurred last summer, during what was supposed to be a blissful camping trip with my friends. I had always loved the outdoors—the smell of pine trees, the crackling campfire, and the quiet serenity of a star-filled sky. We planned this trip for months, excited for our adventure into the mountains of California, away from the hustle and bustle of everyday life. But as we set up our tents and shared laughter, I felt a shadow creeping in from behind.

As the days passed, I struggled with feelings that seemed to bubble beneath the surface. While my friends laughed and explored, I felt an overwhelming heaviness in my chest that was hard to shake. The scenic views that usually filled me with joy instead left me feeling isolated. I forced a smile, trying to embrace the moment, but inside, I was grappling with a whirlpool of emotions that felt suffocating.

One evening, we gathered around the campfire, roasting marshmallows and sharing stories. When my friends spoke of their dreams and future plans, something shifted. I realized how disconnected I felt from them and from myself. It hurt to hear their excitement while I struggled to find my own path. I had always dreamed of studying Chemistry and making something of myself, yet in that moment, all I could focus on was the fog of sadness that surrounded me. I wanted to share my feelings, but how could I explain something I didn’t fully understand myself?

That night, I stepped away from the laughter and found a quiet spot under the stars, away from the glowing fire. I stared up at the vastness of the sky, the weight of my thoughts pressing down harder than ever. It was painfully clear that I was battling an internal struggle that no one could see. I missed the warmth of the connection I had with my friends, yet I felt as if I was drifting further away with every passing day.

Camping should have been a time of joy, but it transformed into a stark reminder of my loneliness. That experience taught me that sometimes, even in the most beautiful places, sadness can linger. It's a journey I'm still navigating, but I hope that sharing it will bring me closer to understanding myself and finding peace.",battled my thoughts while dreaming of camping.,struggle.,It fluctuates,Feel the weight of the world.,I actually prefer nature over everything else.,Unpredictable,"At night, I often feel overwhelmed.",Breathe.,Take time for myself.,Has been challenging.,Slice through challenges,Go camping again.,4,3,3,3,4.0,2,3,3,4,3,4,3,3,3,3,2,3,5,1,4,2,2,3,4,3,3,1,3,3,3,3,3,3,4,2,4,4,2,3,3.0,2,4,1,1,3,3,3,3,3,1,2.0,3
0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,2438,0.839035902808351,,81,15,female,Minnesota,climbing,Building and Construction,"The saddest experience I have had happened last summer when I decided to take a solo climbing trip to one of my favorite spots in the Rockies. Climbing has always been my escape, a way to push my limits and feel free. But this time was different. As I reached the top of a challenging route, I felt a wave of emptiness wash over me. It was the first time I realized that, despite being surrounded by breathtaking beauty, I felt incredibly lonely.

I sat there, the wind whipping around me, and tears filled my eyes. I thought about how hard it was to connect with my friends and family back home in Minnesota. I often felt misunderstood, and that cloud of sadness hung over me. Climbing usually brings me joy, but that day it felt like a temporary escape from the deeper struggles I faced. I left the mountains with a heavy heart, knowing that I needed to confront my feelings instead of running from them. That day reshaped my understanding of happiness and the importance of seeking help.","In the past week, I climbed every day.",climb.,Feels heavy.,Dream of mountains and reaching heights.,struggle.,complicated.,feel overwhelmed and alone.,Challenge myself with tougher climbing routes.,Reach for my dreams and climb higher.,Dipped slightly.,Slice through tough challenges.,Climb and enjoy nature.,3,3,2,3,1.0,3,3,1,4,3,1,3,4,1,4,3,3,4,4,5,1,4,4,4,3,3,1,3,3,4,4,3,3,3,1,3,4,1,3,2.0,2,4,1,1,2,3,3,3,3,1,1.0,3
1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,2440,0.840902717017909,,81,17,male,West Virginia,trainspotting,Building and Construction,Goodbye.,struggled,struggle.,Feels pretty heavy.,"Dream of the trains, lost in thought and quiet reflection.",I actually enjoy spotting trains daily.,"My family supports me, though we face challenges together.",watch trains and think about life.,Focus on trainspotting and my future.,Explore my interests and passions.,Has been a struggle.,Slice bread,Go trainspotting.,5,3,3,2,2.0,3,3,2,5,3,2,2,3,3,3,2,3,3,1,4,2,4,4,2,3,3,1,3,3,4,2,5,3,4,2,3,5,4,3,3.0,4,4,1,2,3,3,3,3,3,1,2.0,3
1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2442,0.844229015888974,,81,16,male,California,fossil hunting,Physics,Finding my favorite fossil shattered broke my heart.,fossiled,My parents don’t know that I collect fossils secretly.,Is somewhat low.,Dream.,I actually enjoy fossil hunting to escape my daily struggles.,My family supports my fossil hunting adventures.,Dream about fossils.,Focus upward.,Explore.,Could be better.,Slice through fossils.,Go fossil hunting and enjoy some fresh air.,5,3,3,2,2.0,3,3,2,1,3,1,1,3,1,3,3,3,2,3,3,2,3,4,1,3,3,1,3,3,3,1,3,3,2,2,3,3,1,3,2.0,2,4,1,2,3,3,4,3,3,1,2.0,2
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2446,0.851478016829893,,81,15,male,Wisconsin,fitness,Health Professions,"The saddest experience I have had happened last summer when I lost my best friend, Jake. We had been inseparable since elementary school, bonding over our love for fitness and sports. Whether we were lifting weights at the gym or playing basketball at the park, we always pushed each other to be better. My dreams were to one day go to college to study Health Professions, and Jake was always there to encourage me.

One June afternoon, everything changed. Jake invited me to go for a run. It was a beautiful day, and we laughed while we jogged through our neighborhood. But days later, I received the news that left me shattered. Jake had been in a car accident, and he didn't survive. It felt surreal; I kept replaying our last moments together in my mind, looking for a sign that something was wrong. 

The days that followed were filled with grief. At 15, navigating high school is already tough, but losing Jake made everything feel darker and heavier. I often found myself struggling with my emotions, and even though I would hit the gym hoping to lift my spirits, nothing seemed to help. I think about him every day. I can still hear his laughter, see his contagious smile, and remember the goals we set together—things like competing in local fitness competitions and encouraging each other to eat healthily. 

Now, I often feel like I'm in a fog. I have friends, but nobody can replace Jake. I try to channel my sadness into my workouts, hoping to honor his memory, but some days, it feels like an uphill battle. This experience has taught me the fragile nature of life. Even in my sadness, I know I want to keep pushing forward, just like he would have wanted me to.","worked out consistently, struggled.",lift weights to cope better.,Varies.,Dream big.,I actually enjoy working out.,Very supportive team.,Workout,Focus on my mental health.,Focus more.,Has been challenging.,Slice,Focus on fitness.,4,3,3,2,1.0,2,3,3,4,3,1,1,2,2,3,1,4,3,1,3,2,2,4,1,3,3,1,3,3,3,1,3,3,3,3,3,4,3,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,3
1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2458,0.867074848536006,,81,17,female,California,collecting and pressing flowers,Film and Photography,"The saddest experience I have had happened last summer when I lost my grandmother. She was not just my family; she was my closest friend and my biggest supporter. We spent countless afternoons together in her garden, collecting and pressing flowers. She taught me how to appreciate their fragile beauty, transforming them into art that would last forever. Those moments filled me with joy, even as I experienced my darker days of feeling overwhelmed and alone.

One sunny afternoon, while we were working on a new flower press, she sat back and told me stories of her youth—how she dreamed of being an artist but chose a different path to support her family. Her eyes sparkled with a passion I admired, but I could sense her regrets. I promised her that I would chase my own dreams, especially in film and photography, capturing moments like we did with flowers.

But a month later, her health declined rapidly, and I felt so helpless. I remember sitting by her hospital bed, holding her frail hand, wishing I could do something to make her stay longer. It was hard watching the vibrant woman I loved become so small and weak. When she passed away, a part of me felt like it went with her.

Now, in moments of sadness, I turn to my flower presses for comfort. I still collect flowers, but it’s bittersweet. They remind me of her, of our shared laughter and love. Though the sadness lingers, I try to honor her memory by embracing life, just as she would have wanted me to.",pressed.,Collect flowers.,Feels distant.,"Dream of brighter, sunlit days.",struggle.,"Is my safe space, always.",Reflect.,Create art.,Explore happiness.,Has been a struggle.,Slice.,Create.,5,3,3,2,3.0,3,3,1,3,3,1,1,4,1,3,3,3,3,4,4,2,4,4,1,3,3,1,3,3,3,2,3,3,3,2,3,4,5,3,2.0,4,4,1,2,3,3,3,3,3,1,2.0,3
0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,2460,0.868328694789077,,82,15,female,Michigan,dodgeball,Building and Construction,"The saddest experience I have had happened last year during gym class. My friends and I were all excited for dodgeball day; it’s my absolute favorite sport! I love the thrill of dodging balls and the adrenaline rush whenever I get a chance to throw one. But that day was different. My best friend, Lily, was not there. I had assumed she was sick, but as the game started, I overheard some girls gossiping about her. They said hurtful things that no one should ever say about a person, let alone a friend. 

When I saw Lily in the hall later, her eyes were red and puffy. I wanted to comfort her, but I felt helpless. I knew that sometimes, words can cut deeper than any score in a game. Even though we talked later and she said she’d be okay, I could see the sadness lingering in her smile. It made me realize how cruel the world can be, especially when you’re already feeling down. That day felt heavy in my heart, and it's a memory I won’t forget.","In the past week, I played dodgeball twice.",hate mornings,"On most days, my mood fluctuates often.",Dream of brighter days and dodgeball victories ahead.,I actually enjoy dodgeball because it helps me release stress.,complicated.,"At night, I often think about dodgeball.",Compete.,Breathe.,Improved.,Slice through anything.,Play dodgeball daily.,3,3,2,2,1.0,2,3,1,2,3,1,3,3,1,3,1,3,4,1,3,2,2,3,4,3,3,1,3,3,3,1,3,3,3,2,2,3,1,3,2.0,1,2,1,2,1,3,3,3,3,1,2.0,3
1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2468,0.878849995398548,,82,15,female,Wisconsin,netball,Psychology,"The saddest experience I have had was during my sophomore year when I lost my grandmother. She was my biggest supporter and never missed a netball game. I remember the last time I saw her; she smiled and told me to work hard and chase my dreams. When she passed away, it felt like a part of me was lost too. I struggled to focus in school, often feeling overwhelmed by sadness. The days seemed darker, and my love for netball faded as I found it hard to play without her cheering for me. Even though I know she is no longer in pain, I still miss her every day. I long to feel that warmth of her support again.",struggled,struggle.,"On most days, my mood fluctuates frequently.",Dream of sunny netball games.,"I actually enjoy netball, but sometimes my feelings get overwhelming and hard to manage.","My family supports me, but sometimes feels distant emotionally.",Reflect quietly.,Focus on netball.,I should focus on my mental health and happiness.,Deterior,Slice,Play netball and focus on studies.,5,3,3,2,1.0,2,3,1,3,3,1,3,4,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,1,3,3,4,2,3,4,4,3,3.0,5,5,1,2,4,3,3,3,3,1,2.0,3
1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2478,0.887700877328324,,82,16,male,North Carolina,teaching,Political Science,The saddest experience I have had was losing my favorite teacher to illness. He inspired me to pursue teaching and instilled a passion for learning in me. His absence left a void in my heart that I still struggle to fill.,taught my friends.,My parents don’t know that I struggle.,Is a bit low.,"Look out at the world, dreaming of change while feeling a weight on my heart.",I actually understand.,complicated.,feel overwhelmed and reflect.,Volunteer at my local school.,Learn.,Has been challenging.,Slice bread,Volunteer at a local community center teaching.,3,3,2,3,3.0,3,3,1,2,4,4,3,3,3,3,2,3,4,1,4,2,2,4,4,3,3,1,3,3,3,3,3,3,4,2,4,3,1,3,3.0,2,4,1,2,3,3,3,3,3,1,2.0,3
0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2494,0.91958317412741,,83,16,male,Oklahoma,collecting and pressing flowers,Finance and Accounting,Silence.,pressed.,Collect flowers.,Feels distant.,Dream big.,struggle.,Complicated.,"At night, I often press flowers and think about life.",Press flowers.,Explore.,Could improve greatly.,Slice through petals.,Press flowers and study finance.,5,3,3,2,1.0,3,3,1,5,3,1,3,4,1,3,3,4,4,4,3,2,4,4,3,3,3,1,3,3,3,2,3,3,3,2,3,3,5,3,2.0,1,4,1,3,2,3,4,3,3,1,2.0,3
0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,2500,0.925934763544199,,83,16,male,California,water polo,Information Technology,"The saddest experience I have had happened last summer when our water polo team was getting ready for the championship. I had been practicing for months and was more excited than ever. But one week before the big game, my best friend, Jake, suffered a severe injury during practice. He collided with another player and ended up with a broken arm. I remember watching him in the hospital, his spirit crushed as he realized he wouldn’t be able to play. 

That moment hit me harder than I expected. Jake and I had trained together, shared our dreams, and supported each other. I felt an overwhelming sense of loss not just for him but for our team. The championship felt so empty without him by my side. 

Instead of celebrating our victory, which we ultimately achieved, I was left with a bittersweet feeling. Every time I looked at the trophy, I remembered my friend’s struggle. It made me realize how quickly things can change and how important it is to cherish the people we love.",struggled,play video games nightly., fluctuates.,daydream.,I actually enjoy swimming.,Very supportive team.,"At night, I often think about water polo and life.",Focus on my goals.,Reach out.,Has been challenging lately.,Slice through tough challenges.,Focus on water polo practice.,5,3,3,2,2.0,2,3,1,2,3,1,1,3,1,3,1,3,3,1,3,2,2,4,1,3,3,2,3,3,3,1,3,3,3,2,3,3,4,3,2.0,2,4,1,1,3,3,3,3,3,1,2.0,3
1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2503,0.927969904065785,,83,15,male,California,metal detecting,Biology,"The saddest experience I have had was during the summer of last year when I lost my grandfather. He was not just my grandpa; he was my best friend, my mentor, and my partner in metal detecting. Every Saturday, we would head out to the local parks and beaches, armed with our metal detectors and a sense of adventure. Those days were filled with excitement as we dug up old coins, vintage toys, and sometimes even relics from long ago. But more than the treasures we found, it was the time spent together that I cherished the most.

When I found out he was diagnosed with late-stage cancer, it felt like the ground had been pulled out from under me. The news hit hard. I remember sitting on my bed, staring at my metal detector, wishing I could somehow use it to find a cure. I couldn’t understand why such a kind and funny person had to go through this. I felt so helpless. He always had this laugh that filled the room, and I often think about how I’ll never hear it again.

The hardest part came when we had to say our goodbyes. I spent the last week by his bedside, sharing stories and reminiscing about our treasure-hunting adventures. I wanted to stay strong for him, but deep down, I was shattered. Watching someone you love fade away is an experience that leaves a mark, and no treasure could ever replace that loss.

After his passing, I found it tough to engage in the things I once loved, including metal detecting. I often felt overwhelmed, even doing simple tasks. It was as if a shadow lingered over me, constantly reminding me of his absence. Now, I often find myself looking for ways to honor his memory, hoping to plan a new adventure one day. But for now, the sadness is a weight I carry, reminding me of the joy he brought into my life.",found cool treasures while detecting.,metaldetect.,"On most days, my mood fluctuates heavily.",Dream of hidden treasures.,I actually enjoy metal detecting more than socializing.,Complicated.,Think about treasures.,Spend weekends metal detecting by the beach again.,Explore.,Deterior,Dig,Go metal detecting and enjoy some nature.,2,3,1,2,1.0,3,3,1,4,3,1,3,3,1,3,2,3,4,1,3,2,3,4,3,3,3,1,3,3,3,1,3,3,3,2,3,4,1,3,2.0,5,5,1,3,4,3,4,3,3,1,2.0,3
